patient_id,first_name,last_name,ssn,dob,age,phone,email,street,city,state,zip,mrn,diagnosis,visit_date,blood_pressure,heart_rate,temperature_f,weight_kg,height_cm,glucose_mg_dl,cholesterol_mg_dl
P0501,Daniel,Martin,770-41-5790,1991-01-31,34,555-507-8843,daniel.martin85@email.com,2105 Cedar St,Chicago,TX,81256,MRN315860,Stroke,2024-12-02,135/74,88,98.8,115.9,185,144,212
P0502,Kimberly,Lewis,373-50-9870,1943-10-27,82,555-155-6679,kimberly.lewis53@email.com,8066 Maple St,Philadelphia,IL,78287,MRN341734,Osteoarthritis,2025-02-18,116/67,83,98.8,105.2,152,130,262
P0503,Sandra,Brown,121-73-1553,1973-07-22,52,555-702-7294,sandra.brown39@email.com,1484 Main Rd,Denver,PA,74927,MRN119764,Obesity,2025-05-16,146/62,74,97.5,62.9,177,83,228
P0504,John,Moore,881-54-1425,1930-07-03,95,555-948-5301,john.moore97@email.com,9782 Oak St,San Jose,CO,91465,MRN555161,Sleep Apnea,2025-10-30,103/95,84,99.4,115.3,168,188,258
P0505,Andrew,White,681-76-5261,1987-05-27,38,555-578-4903,andrew.white17@email.com,348 Maple Rd,Chicago,CA,81146,MRN410194,Rheumatoid Arthritis,2025-02-09,140/62,99,97.7,68.8,166,73,181
P0506,Karen,Jackson,776-51-5333,1985-04-25,40,555-573-1282,karen.jackson57@email.com,245 Pine St,Austin,FL,93590,MRN985339,Pneumonia,2025-08-09,142/63,97,99.3,69.4,189,150,166
P0507,Mark,Garcia,364-45-5252,1944-10-14,81,555-332-3858,mark.garcia19@email.com,912 Oak St,New York,IL,99711,MRN631333,Atrial Fibrillation,2025-02-05,130/62,95,98.8,54.3,195,136,215
P0508,Mary,Perez,965-55-9854,2002-01-31,23,555-340-6729,mary.perez14@email.com,1369 Elm Blvd,Los Angeles,OH,20151,MRN348490,Chronic Kidney Disease,2025-06-15,163/83,86,97.2,79.9,168,106,156
P0509,Christopher,Martin,907-56-6488,1955-01-17,70,555-483-8711,christopher.martin38@email.com,610 Oak Rd,New York,TX,29669,MRN719946,Diabetes Type 2,2025-10-05,167/73,80,98.3,104.7,182,158,205
P0510,Matthew,Clark,696-14-3458,1959-01-17,66,555-180-2266,matthew.clark29@email.com,9363 Elm Dr,Indianapolis,CO,64798,MRN665148,Osteoporosis,2025-09-27,157/63,98,98.2,86.7,178,151,218
P0511,Richard,Clark,689-47-4998,1965-08-11,60,555-918-6930,richard.clark30@email.com,7568 Maple St,San Antonio,FL,63729,MRN479459,Asthma,2025-06-01,161/92,64,99.3,95.7,188,128,264
P0512,Anthony,Davis,683-26-9808,1976-05-16,49,555-790-3263,anthony.davis78@email.com,4364 Maple Rd,San Jose,NY,20683,MRN528346,Sleep Apnea,2025-03-15,108/96,91,98.6,104.1,161,186,153
P0513,David,Brown,528-43-8698,1995-10-03,30,555-990-1558,david.brown56@email.com,492 Cedar Ave,Chicago,IL,77488,MRN655021,Obesity,2025-04-26,135/68,85,98.7,66.9,168,100,236
P0514,Nancy,Jackson,723-88-2765,2002-10-28,23,555-856-6815,nancy.jackson58@email.com,6799 Cedar Blvd,Fort Worth,TX,72535,MRN834122,Coronary Artery Disease,2025-08-27,165/92,65,97.4,50.5,187,164,266
P0515,Matthew,Hernandez,549-32-9334,1932-07-31,93,555-891-2587,matthew.hernandez30@email.com,4971 Pine Rd,New York,NC,77853,MRN650705,UTI,2025-03-13,144/78,80,98.0,103.0,159,80,203
P0516,Margaret,Taylor,384-83-6150,1995-06-12,30,555-391-3713,margaret.taylor16@email.com,4816 Maple Blvd,Columbus,CA,32193,MRN402491,Anxiety Disorder,2025-01-22,103/74,77,97.4,64.5,182,113,157
P0517,Joshua,Lewis,140-79-9813,1983-12-06,42,555-600-1422,joshua.lewis48@email.com,3428 Maple Dr,Fort Worth,CO,68304,MRN646196,Coronary Artery Disease,2025-04-10,127/67,67,98.1,80.3,166,92,185
P0518,Sarah,White,784-24-6795,1997-08-14,28,555-844-2218,sarah.white42@email.com,2667 Elm Rd,San Diego,FL,92657,MRN871250,Cancer,2024-12-19,99/105,80,99.2,52.7,156,151,198
P0519,Emily,Perez,957-90-1583,2006-07-31,19,555-240-7163,emily.perez29@email.com,3305 Maple Blvd,Houston,FL,34524,MRN869194,Stroke,2025-07-07,106/72,100,99.2,116.6,163,70,261
P0520,Robert,Thomas,671-88-4416,1985-11-19,40,555-528-5310,robert.thomas79@email.com,6330 Cedar Dr,San Antonio,WA,55705,MRN607755,Cancer,2024-12-27,113/79,74,99.2,96.8,181,170,241
P0521,Paul,Thomas,402-22-4586,1993-07-12,32,555-529-8326,paul.thomas42@email.com,4153 Cedar Blvd,Los Angeles,IL,70913,MRN434397,Migraine,2025-10-01,134/104,85,98.8,104.2,180,195,255
P0522,Jessica,Smith,397-44-9314,1980-05-14,45,555-162-6295,jessica.smith34@email.com,5303 Pine Blvd,Columbus,PA,62255,MRN373363,Hypertension,2025-07-14,152/106,74,97.8,107.3,169,184,254
P0523,Joseph,Jackson,996-31-9782,1981-01-23,44,555-212-6401,joseph.jackson17@email.com,8943 Main St,Jacksonville,NY,53684,MRN469833,Hypothyroidism,2025-02-18,98/101,63,98.3,75.3,162,110,287
P0524,Betty,Ramirez,835-39-5754,1987-05-31,38,555-439-7773,betty.ramirez28@email.com,9159 Cedar Ave,Boston,MA,12625,MRN891802,Cancer,2025-10-07,154/85,91,97.1,69.8,151,128,213
P0525,John,Rodriguez,867-25-7190,1956-10-09,69,555-937-5423,john.rodriguez11@email.com,1353 Main Dr,Fort Worth,MA,11932,MRN878727,Pneumonia,2025-01-23,109/66,97,99.0,63.6,188,149,232
P0526,Margaret,Taylor,861-12-5950,1972-04-21,53,555-307-2633,margaret.taylor34@email.com,9540 Pine Blvd,Dallas,PA,22197,MRN333049,Sleep Apnea,2025-02-14,125/90,78,99.3,87.3,165,167,154
P0527,Ashley,White,503-57-9955,1994-04-19,31,555-329-1407,ashley.white51@email.com,3902 Pine Rd,Charlotte,NC,24280,MRN774044,Osteoarthritis,2025-06-11,108/100,65,97.2,61.8,181,133,171
P0528,Barbara,Gonzalez,731-70-9575,1935-08-24,90,555-160-9084,barbara.gonzalez33@email.com,6847 Maple Rd,Houston,MA,52132,MRN822466,UTI,2025-01-26,142/60,77,98.7,102.9,181,197,230
P0529,Jessica,Hernandez,572-71-9428,1936-11-09,89,555-207-7974,jessica.hernandez90@email.com,1369 Pine Ave,Boston,IL,78149,MRN884490,COPD,2025-09-04,115/88,67,97.1,79.7,160,194,185
P0530,Emily,Wilson,508-11-5861,1992-04-28,33,555-401-5441,emily.wilson67@email.com,5381 Elm Rd,Seattle,WA,31750,MRN248391,Osteoarthritis,2025-03-06,177/73,99,99.4,76.0,188,134,270
P0531,Sandra,Miller,438-27-3690,1940-04-21,85,555-110-6205,sandra.miller54@email.com,3036 Oak Blvd,Chicago,MA,50873,MRN835538,Chronic Kidney Disease,2025-08-18,178/66,94,98.1,56.6,189,189,190
P0532,Robert,Lopez,751-81-4703,1963-01-27,62,555-114-4156,robert.lopez36@email.com,4756 Pine Dr,Dallas,AZ,91854,MRN904246,Obesity,2025-07-21,161/94,72,97.2,60.7,163,141,195
P0533,Thomas,Jackson,204-26-9557,1932-01-26,93,555-884-7274,thomas.jackson43@email.com,9531 Elm Dr,San Diego,CO,90725,MRN800969,Stroke,2025-08-13,111/60,74,99.5,56.4,189,107,186
P0534,David,Thomas,995-10-6297,1998-11-09,27,555-240-9383,david.thomas57@email.com,7069 Cedar Blvd,San Jose,TX,75585,MRN896925,COPD,2025-07-28,161/85,84,98.9,99.4,172,149,283
P0535,Christopher,Taylor,180-87-4504,1986-01-18,39,555-953-5550,christopher.taylor92@email.com,2441 Pine Dr,Columbus,FL,42838,MRN818660,COPD,2025-02-16,145/101,82,97.4,110.6,179,158,258
P0536,Susan,Martin,673-34-7266,1960-09-14,65,555-865-1174,susan.martin26@email.com,7343 Maple Dr,Philadelphia,MA,86832,MRN425468,Rheumatoid Arthritis,2025-10-11,137/76,92,99.3,92.5,152,140,272
P0537,Betty,Johnson,812-42-5492,2000-02-16,25,555-943-1498,betty.johnson92@email.com,7813 Elm Blvd,Charlotte,IL,72055,MRN886364,GERD,2025-02-22,103/62,83,97.1,112.6,159,115,183
P0538,Jennifer,Wilson,954-25-1918,1951-01-25,74,555-827-2021,jennifer.wilson41@email.com,1697 Elm Rd,Philadelphia,WA,90478,MRN873276,Diabetes Type 2,2025-06-11,176/80,70,99.3,91.1,173,73,253
P0539,Anthony,Clark,783-95-2007,1999-08-29,26,555-944-9216,anthony.clark19@email.com,4468 Main Ave,Columbus,MA,46113,MRN738088,Chronic Kidney Disease,2024-12-11,154/86,71,98.6,108.9,150,149,220
P0540,Emily,Lopez,220-53-8639,1934-12-30,90,555-188-8585,emily.lopez12@email.com,2004 Main Ave,Chicago,IL,51615,MRN719864,GERD,2025-11-18,111/110,60,97.5,76.2,155,133,228
P0541,Richard,White,873-26-6087,2001-05-24,24,555-822-5703,richard.white23@email.com,4670 Oak Dr,San Jose,PA,39617,MRN975849,Chronic Kidney Disease,2025-07-12,115/71,78,97.6,80.8,155,195,240
P0542,Donna,Lopez,457-92-9569,1950-01-28,75,555-803-3793,donna.lopez5@email.com,9688 Pine Ave,Indianapolis,NC,37611,MRN836296,Sleep Apnea,2025-06-04,172/103,78,97.5,99.0,182,138,173
P0543,Steven,Harris,315-43-4575,1948-08-06,77,555-132-2889,steven.harris67@email.com,3154 Pine Ave,Columbus,NC,52335,MRN490366,UTI,2025-05-19,174/97,62,97.8,57.3,172,72,190
P0544,Anthony,Thomas,442-53-2641,1984-06-08,41,555-413-3666,anthony.thomas60@email.com,9058 Oak St,Columbus,NC,69827,MRN722408,UTI,2024-12-08,145/106,85,98.2,67.1,173,156,273
P0545,Betty,Martinez,141-39-9306,1994-05-05,31,555-536-5413,betty.martinez74@email.com,6665 Elm St,Phoenix,OH,31808,MRN415183,Cellulitis,2024-12-06,157/72,96,98.9,59.1,171,83,173
P0546,Karen,Sanchez,884-28-6670,1949-05-29,76,555-269-8546,karen.sanchez1@email.com,2516 Oak Ave,Dallas,TX,20534,MRN293560,Depression,2025-08-16,145/65,75,97.4,88.9,173,71,272
P0547,David,Lopez,202-70-7456,1980-04-12,45,555-784-7165,david.lopez60@email.com,4077 Main Blvd,Houston,AZ,27501,MRN519308,Hypothyroidism,2025-06-14,126/103,87,98.5,87.4,172,195,300
P0548,Mary,Davis,723-32-4852,1960-06-12,65,555-448-9215,mary.davis1@email.com,9916 Pine St,San Antonio,IL,75529,MRN297101,Hypertension,2025-08-12,128/87,65,97.8,95.8,177,108,222
P0549,Karen,Gonzalez,791-71-1570,1974-05-10,51,555-283-3679,karen.gonzalez51@email.com,8576 Main Blvd,Chicago,AZ,99923,MRN868260,COPD,2024-12-28,141/60,70,97.8,90.2,174,186,152
P0550,Ashley,Lee,786-61-7921,2001-07-02,24,555-535-5237,ashley.lee95@email.com,1999 Elm Blvd,San Francisco,AZ,72068,MRN846610,Rheumatoid Arthritis,2025-02-28,136/67,71,99.5,87.2,174,90,188
P0551,James,Hernandez,824-85-5224,1982-03-21,43,555-932-8454,james.hernandez56@email.com,895 Pine Rd,New York,NY,74175,MRN582607,Hyperlipidemia,2025-11-03,166/103,83,97.6,73.6,168,76,288
P0552,Sarah,Garcia,400-55-7833,2005-04-19,20,555-432-5877,sarah.garcia82@email.com,683 Elm St,Austin,CO,14798,MRN657075,Osteoporosis,2025-05-10,121/71,65,98.3,58.8,159,196,260
P0553,Sarah,Lopez,569-98-4999,1940-03-03,85,555-569-1665,sarah.lopez10@email.com,5450 Maple St,Houston,NC,93599,MRN951943,COPD,2025-05-17,155/106,65,97.8,94.6,169,178,252
P0554,Mary,Garcia,864-42-2298,1952-10-18,73,555-912-4139,mary.garcia74@email.com,4375 Maple Dr,San Francisco,OH,41949,MRN827981,Hypertension,2025-05-21,163/90,73,98.9,80.6,194,117,220
P0555,Steven,Perez,146-87-7531,1983-12-27,41,555-391-5467,steven.perez1@email.com,6771 Oak St,Fort Worth,WA,27008,MRN388115,Anxiety Disorder,2025-04-06,166/110,100,97.8,65.5,151,153,206
P0556,Robert,Martin,394-87-8547,1932-05-20,93,555-750-6386,robert.martin70@email.com,6474 Pine Dr,Boston,AZ,54642,MRN435169,Hyperlipidemia,2025-04-15,109/89,91,97.5,98.8,193,169,215
P0557,Betty,Johnson,776-83-2287,1945-03-06,80,555-453-2361,betty.johnson27@email.com,8776 Maple Rd,Dallas,AZ,69178,MRN807265,Atrial Fibrillation,2025-11-13,109/99,97,97.4,74.6,177,176,155
P0558,Charles,Moore,861-72-4845,1959-03-15,66,555-234-7200,charles.moore78@email.com,2123 Main Blvd,Philadelphia,CA,24500,MRN698469,Osteoarthritis,2025-08-29,110/109,85,98.4,74.6,163,177,221
P0559,Christopher,Harris,471-90-2730,1967-03-31,58,555-648-9724,christopher.harris51@email.com,3788 Pine Blvd,Columbus,TX,68911,MRN264592,Heart Failure,2025-05-08,126/60,94,99.1,103.4,191,114,175
P0560,Matthew,Jackson,768-63-7852,1955-09-11,70,555-751-1475,matthew.jackson80@email.com,3773 Oak Dr,Denver,OH,20552,MRN728692,UTI,2025-05-03,92/80,99,97.6,89.9,180,93,244
P0561,Mary,White,715-93-7378,1937-04-03,88,555-984-4162,mary.white21@email.com,7600 Maple Ave,Phoenix,FL,36186,MRN438400,Coronary Artery Disease,2025-07-01,98/61,73,98.4,82.1,193,183,211
P0562,Elizabeth,Anderson,612-92-2821,1930-07-06,95,555-993-3609,elizabeth.anderson32@email.com,7672 Cedar St,Boston,CO,14236,MRN815153,Migraine,2025-05-04,156/90,84,97.2,79.2,166,100,286
P0563,Mary,Anderson,592-17-5799,1957-11-25,68,555-472-7544,mary.anderson92@email.com,8481 Cedar Blvd,Fort Worth,NY,23582,MRN253075,Anxiety Disorder,2025-02-05,104/106,70,97.9,96.0,159,132,273
P0564,Susan,Rodriguez,199-52-2213,1948-12-19,76,555-603-5009,susan.rodriguez97@email.com,4359 Maple Rd,Columbus,AZ,69031,MRN833543,Anxiety Disorder,2025-02-11,125/98,62,98.9,60.4,168,76,206
P0565,Lisa,Jackson,471-47-6024,1987-02-21,38,555-749-5992,lisa.jackson61@email.com,7306 Cedar Rd,Houston,CO,26849,MRN253643,Cellulitis,2025-07-02,139/76,100,97.6,109.6,187,147,187
P0566,Donna,Smith,365-56-9332,1941-05-26,84,555-588-3791,donna.smith45@email.com,2653 Elm Dr,San Jose,OH,59068,MRN496339,Stroke,2025-01-01,111/93,90,97.4,112.8,150,86,237
P0567,Joseph,Martinez,311-38-3459,1972-02-04,53,555-896-2959,joseph.martinez84@email.com,3326 Maple Blvd,Columbus,NC,93707,MRN112793,Osteoporosis,2025-03-05,119/107,72,97.9,52.3,190,95,234
P0568,Steven,Williams,377-80-9761,1939-11-10,86,555-917-1917,steven.williams58@email.com,9384 Elm Ave,San Antonio,TX,33944,MRN823201,GERD,2025-07-26,119/104,89,97.4,118.6,167,141,173
P0569,Richard,White,950-18-3171,1941-07-17,84,555-162-4403,richard.white30@email.com,4096 Elm Dr,Charlotte,FL,22880,MRN663015,Hypertension,2025-06-18,171/64,72,98.2,80.9,180,120,175
P0570,Paul,Jackson,320-86-8982,1969-02-24,56,555-109-8041,paul.jackson15@email.com,7352 Cedar Ave,Seattle,WA,90532,MRN892244,Atrial Fibrillation,2025-11-28,122/108,86,98.5,84.5,161,154,279
P0571,Donald,Taylor,390-92-5909,1974-03-14,51,555-354-6589,donald.taylor36@email.com,9295 Elm Rd,Columbus,NY,33878,MRN611265,Diabetes Type 2,2025-06-18,155/90,91,97.4,54.6,177,147,174
P0572,Mark,Hernandez,753-97-9824,1984-08-31,41,555-897-2781,mark.hernandez98@email.com,3897 Oak Rd,San Francisco,TX,51945,MRN903650,Cancer,2025-04-01,103/103,79,99.3,64.7,193,109,232
P0573,David,Miller,884-60-3814,1987-01-30,38,555-778-3574,david.miller42@email.com,8561 Pine Dr,Fort Worth,CO,45308,MRN339834,Anxiety Disorder,2025-04-01,128/83,69,97.8,100.9,170,185,228
P0574,Margaret,Jackson,502-63-1092,1956-11-17,69,555-518-6793,margaret.jackson83@email.com,2392 Pine Rd,Boston,CO,36504,MRN318742,Migraine,2025-07-20,127/83,61,97.8,105.4,170,121,205
P0575,Michelle,Taylor,550-45-2750,1998-08-03,27,555-264-6332,michelle.taylor93@email.com,7959 Cedar Dr,Charlotte,MA,96431,MRN509010,Back Pain,2024-12-02,152/75,77,99.5,91.0,153,95,164
P0576,Nancy,Rodriguez,650-57-8178,1971-10-17,54,555-583-3200,nancy.rodriguez96@email.com,1312 Maple Blvd,Houston,IL,87307,MRN413372,UTI,2025-08-18,161/65,88,97.6,90.1,192,136,292
P0577,Kimberly,Clark,398-98-1358,1990-11-03,35,555-991-6143,kimberly.clark47@email.com,7404 Cedar Ave,Phoenix,AZ,71384,MRN338742,Atrial Fibrillation,2025-05-27,132/72,76,97.6,102.3,151,105,180
P0578,Anthony,Wilson,505-72-1786,1940-11-19,85,555-624-7119,anthony.wilson3@email.com,9368 Pine St,San Francisco,AZ,80622,MRN615909,Osteoarthritis,2025-02-07,132/100,64,98.8,89.6,185,98,286
P0579,David,Sanchez,625-21-8675,1983-11-02,42,555-885-8060,david.sanchez36@email.com,7730 Pine Ave,San Jose,NY,33812,MRN779309,UTI,2025-06-08,148/93,87,99.2,78.1,168,71,249
P0580,Mary,Smith,330-51-7998,1988-07-28,37,555-976-4651,mary.smith75@email.com,5451 Elm Blvd,Philadelphia,NC,56484,MRN849631,UTI,2025-09-11,114/109,69,97.5,62.7,151,80,182
P0581,Paul,Lopez,170-51-6166,1978-01-08,47,555-313-4304,paul.lopez39@email.com,2775 Pine Rd,San Antonio,CA,56575,MRN128622,Coronary Artery Disease,2025-04-17,105/84,61,98.1,102.1,163,167,162
P0582,Mark,Anderson,508-35-4369,1959-02-16,66,555-934-3042,mark.anderson12@email.com,2968 Elm Dr,San Francisco,NY,31349,MRN893359,Chronic Kidney Disease,2025-09-28,152/107,98,97.9,119.7,176,118,203
P0583,Jennifer,Sanchez,619-56-8831,1975-03-26,50,555-214-8486,jennifer.sanchez3@email.com,218 Pine Blvd,Jacksonville,NY,56488,MRN477898,Osteoarthritis,2025-10-26,145/101,79,97.6,99.1,191,169,270
P0584,Mary,Rodriguez,847-92-6296,2002-09-23,23,555-967-5079,mary.rodriguez23@email.com,9350 Main Ave,San Francisco,IL,28378,MRN828833,Stroke,2025-11-09,97/98,73,99.2,96.3,173,176,190
P0585,Anthony,Garcia,278-76-3480,1984-06-05,41,555-212-3660,anthony.garcia4@email.com,8251 Oak Rd,Jacksonville,WA,58913,MRN982298,Anxiety Disorder,2025-01-14,131/61,61,97.8,112.2,152,106,254
P0586,John,Moore,486-86-9604,1986-09-19,39,555-202-1244,john.moore45@email.com,3748 Main Blvd,Chicago,NY,72349,MRN586993,Sleep Apnea,2025-02-27,146/68,98,99.0,50.1,180,190,215
P0587,William,Hernandez,772-79-6989,1995-04-06,30,555-604-4215,william.hernandez17@email.com,3693 Elm Ave,Houston,CA,96403,MRN186181,Osteoporosis,2025-10-11,141/78,99,97.3,65.8,161,147,234
P0588,Sandra,Perez,704-76-9468,1934-08-07,91,555-878-3157,sandra.perez42@email.com,7014 Maple Ave,Seattle,CO,14485,MRN884267,Obesity,2025-01-09,96/110,72,99.4,51.0,190,78,210
P0589,David,Gonzalez,430-11-8877,1946-06-25,79,555-292-7646,david.gonzalez58@email.com,3619 Pine Dr,San Diego,OH,67653,MRN223542,Osteoporosis,2025-07-08,173/109,92,99.3,73.6,161,135,237
P0590,Ashley,Harris,662-68-2581,1964-03-23,61,555-369-2034,ashley.harris47@email.com,7088 Cedar St,Indianapolis,IL,22397,MRN338157,Atrial Fibrillation,2025-10-03,105/95,78,97.3,74.3,178,181,291
P0591,Jennifer,Ramirez,616-33-7513,1942-09-11,83,555-245-4634,jennifer.ramirez3@email.com,3355 Cedar Rd,San Francisco,NC,29892,MRN690225,Cancer,2025-03-05,96/94,83,98.3,98.6,183,112,245
P0592,David,Brown,796-31-4707,1988-03-06,37,555-724-7947,david.brown26@email.com,4661 Main Blvd,Dallas,PA,78386,MRN541727,Stroke,2025-04-03,131/68,79,97.0,67.6,185,149,203
P0593,Michelle,Martin,168-17-7723,1990-09-25,35,555-592-3625,michelle.martin98@email.com,4072 Pine Ave,Fort Worth,PA,87518,MRN302764,Depression,2025-06-02,99/74,77,97.4,78.1,187,108,202
P0594,Mark,Jones,788-45-6365,2006-01-11,19,555-220-9529,mark.jones40@email.com,8689 Main Dr,Charlotte,CA,96562,MRN559561,Osteoarthritis,2025-09-26,159/107,99,98.1,54.9,171,139,160
P0595,Matthew,Clark,361-24-8643,1953-02-20,72,555-272-8983,matthew.clark98@email.com,4869 Oak Dr,Los Angeles,NY,89077,MRN728146,Hyperlipidemia,2025-07-28,175/91,87,98.1,94.7,167,140,214
P0596,Steven,Hernandez,529-95-5116,1962-11-02,63,555-113-2656,steven.hernandez92@email.com,8055 Oak Dr,Charlotte,CA,87474,MRN554837,Migraine,2025-07-15,103/109,91,98.4,108.6,174,167,160
P0597,Joshua,Brown,704-92-2615,1934-11-03,91,555-220-4909,joshua.brown47@email.com,9604 Cedar Dr,Fort Worth,PA,15225,MRN464175,GERD,2025-04-17,148/96,93,97.1,77.9,190,180,156
P0598,Susan,Jackson,285-13-6389,1995-07-10,30,555-522-1464,susan.jackson94@email.com,7581 Maple Rd,Austin,AZ,42597,MRN390070,Atrial Fibrillation,2025-11-04,131/89,100,97.7,105.6,163,152,252
P0599,Daniel,Harris,935-32-9189,1996-06-18,29,555-460-9818,daniel.harris95@email.com,3828 Maple Rd,Los Angeles,CO,21853,MRN770513,Obesity,2025-06-21,169/91,100,97.5,76.8,166,194,239
P0600,Nancy,Sanchez,548-56-3608,1986-06-26,39,555-116-2826,nancy.sanchez25@email.com,9632 Maple Dr,Indianapolis,TX,83389,MRN664400,Heart Failure,2025-05-09,169/104,64,97.5,56.3,188,173,217
P0601,Barbara,Thompson,448-78-6796,1957-10-08,68,555-494-2697,barbara.thompson95@email.com,4915 Elm Dr,Chicago,AZ,39468,MRN564032,Hypertension,2025-07-26,160/69,77,97.1,65.7,194,126,212
P0602,Joseph,Anderson,763-37-3381,2006-07-05,19,555-349-1340,joseph.anderson79@email.com,8017 Pine Blvd,Indianapolis,OH,84460,MRN301577,Sleep Apnea,2025-08-25,156/97,85,98.6,112.2,174,136,243
P0603,Thomas,Wilson,479-56-4845,1967-03-12,58,555-465-2262,thomas.wilson89@email.com,2303 Maple Ave,Indianapolis,NC,26877,MRN201314,Cancer,2024-12-01,150/94,80,97.3,107.8,164,159,291
P0604,Joseph,Anderson,375-83-1871,1949-02-04,76,555-548-9145,joseph.anderson76@email.com,7246 Main Ave,Boston,OH,68781,MRN686149,GERD,2025-10-30,134/90,69,97.2,74.8,167,134,157
P0605,Joshua,Thomas,541-27-7492,1980-01-06,45,555-562-6076,joshua.thomas69@email.com,5091 Maple Ave,Seattle,OH,63364,MRN251239,Hypothyroidism,2025-02-25,177/97,80,99.2,118.0,153,161,300
P0606,Linda,Harris,172-88-2042,1940-05-22,85,555-847-3641,linda.harris94@email.com,3288 Oak Dr,Phoenix,IL,13864,MRN780952,Stroke,2025-09-28,132/65,66,99.4,90.2,193,169,254
P0607,Matthew,Thompson,585-27-6624,1984-10-20,41,555-418-6818,matthew.thompson23@email.com,7151 Maple Blvd,Chicago,IL,44144,MRN520927,Chronic Kidney Disease,2025-08-04,134/101,100,97.2,81.6,156,135,155
P0608,Joshua,Johnson,670-17-7113,1995-09-11,30,555-101-9669,joshua.johnson2@email.com,176 Maple Blvd,Dallas,MA,84459,MRN690730,Hyperlipidemia,2025-10-24,112/72,100,98.6,62.7,163,158,174
P0609,Barbara,Martin,483-83-3898,1950-12-21,74,555-966-3908,barbara.martin65@email.com,2538 Pine St,Denver,MA,80462,MRN932199,COPD,2025-06-22,127/66,82,98.7,91.3,160,95,277
P0610,Richard,Martin,258-88-6527,1949-01-14,76,555-661-7370,richard.martin58@email.com,2006 Cedar Dr,Chicago,AZ,42272,MRN483457,Coronary Artery Disease,2025-07-29,152/72,85,97.1,54.1,180,95,283
P0611,Jennifer,Perez,770-51-9639,1935-03-02,90,555-819-9715,jennifer.perez67@email.com,6558 Elm Ave,Dallas,AZ,27757,MRN569661,Hypothyroidism,2025-08-19,127/100,87,98.0,76.4,181,76,275
P0612,Michael,Hernandez,674-71-7370,1968-04-02,57,555-905-5705,michael.hernandez99@email.com,1003 Elm St,Philadelphia,NY,50254,MRN716006,Osteoporosis,2025-02-09,159/71,80,98.8,87.4,153,147,248
P0613,Richard,Lopez,650-16-8107,1942-03-26,83,555-969-3921,richard.lopez66@email.com,6175 Cedar St,Philadelphia,NY,69930,MRN294726,Depression,2024-11-29,130/64,73,98.2,90.0,189,73,161
P0614,Matthew,Miller,805-24-5758,2007-08-02,18,555-775-6419,matthew.miller23@email.com,6488 Oak Rd,Jacksonville,MA,30437,MRN248551,Cellulitis,2025-07-25,169/102,76,99.2,79.6,186,149,202
P0615,Sarah,Wilson,806-11-7813,1955-06-06,70,555-384-4104,sarah.wilson63@email.com,4252 Elm St,Jacksonville,MA,68868,MRN235149,Migraine,2024-12-10,118/64,100,97.3,61.1,181,87,196
P0616,Paul,Hernandez,271-42-7524,1971-03-13,54,555-393-5664,paul.hernandez73@email.com,4384 Main St,Jacksonville,CA,21338,MRN681697,Stroke,2025-08-18,106/93,62,98.2,57.7,164,79,249
P0617,Elizabeth,Williams,880-98-2104,1977-05-01,48,555-730-7076,elizabeth.williams57@email.com,2438 Pine Dr,New York,WA,76010,MRN904037,Chronic Kidney Disease,2025-08-13,130/62,96,97.0,60.7,166,114,239
P0618,Sandra,Miller,759-17-7411,1959-09-28,66,555-398-9283,sandra.miller9@email.com,3790 Oak Ave,San Jose,WA,67523,MRN126539,Atrial Fibrillation,2025-10-24,121/98,93,97.7,61.3,185,151,164
P0619,Linda,Perez,166-62-9487,1939-12-12,86,555-733-3783,linda.perez93@email.com,5370 Maple St,Houston,NY,99694,MRN345012,Diabetes Type 2,2025-05-17,90/96,63,99.0,103.8,157,127,159
P0620,Andrew,Moore,175-12-8805,1934-01-25,91,555-495-5627,andrew.moore88@email.com,6436 Pine Ave,Charlotte,NC,42773,MRN461912,GERD,2025-04-10,151/69,89,98.3,75.2,159,143,194
P0621,Matthew,Rodriguez,264-57-1343,1952-07-16,73,555-247-1697,matthew.rodriguez59@email.com,6823 Cedar Dr,San Antonio,PA,26387,MRN980945,GERD,2025-06-01,116/85,86,99.2,82.2,178,183,249
P0622,Sandra,Lopez,445-51-7535,1990-03-11,35,555-310-5030,sandra.lopez28@email.com,3228 Elm Ave,Denver,AZ,70735,MRN674835,Hypothyroidism,2025-05-03,137/101,79,97.5,59.9,156,185,226
P0623,Michelle,Wilson,152-35-4558,1964-03-06,61,555-260-7296,michelle.wilson67@email.com,7174 Oak Blvd,Boston,CO,37060,MRN504719,UTI,2024-12-22,112/77,96,98.9,94.9,186,120,188
P0624,Anthony,Hernandez,579-41-3139,1945-07-10,80,555-725-9693,anthony.hernandez95@email.com,678 Cedar St,Chicago,NY,12813,MRN109089,Hypertension,2025-06-12,101/80,82,97.5,60.5,163,148,166
P0625,Lisa,Martin,423-84-8317,1947-06-28,78,555-820-3870,lisa.martin38@email.com,5068 Main Dr,Phoenix,IL,31398,MRN535353,COPD,2025-03-01,169/86,70,98.4,94.0,194,141,213
P0626,Linda,Perez,250-66-2590,2002-09-26,23,555-490-8746,linda.perez49@email.com,7913 Oak St,Seattle,CO,57498,MRN562355,UTI,2025-02-09,113/88,61,99.4,116.3,186,158,236
